,ENTIDAD,estado,MUN,NOM_MUN,LOC,nombre,longitud,latitud,pob_total,pob_masculina,pob_femenina
16899,5,Coahuila de Zaragoza,37,Villa Unión,1,Villa Unión,"100°43'30.558"" W","28°13'13.792"" N",5443,2724.0,2719.0
189396,31,Yucatán,55,Opichén,1,Opichén," 89°51'22.480"" W","20°33'02.345"" N",5412,2775.0,2637.0
6428,2,Baja California,4,Tijuana,1041,Margarita Residencial [Fraccionamiento],"116°46'42.240"" W","32°30'59.412"" N",5403,2711.0,2692.0
17944,6,Colima,9,Tecomán,11,Colonia Bayardo,"103°54'51.442"" W","18°56'46.516"" N",5393,2635.0,2758.0
134550,22,Querétaro,11,El Marqués,445,Los Encinos,"100°15'41.182"" W","20°37'15.784"" N",5355,2811.0,2544.0
108013,18,Nayarit,14,Santa María del Oro,1,Santa María del Oro,"104°35'13.944"" W","21°19'59.482"" N",5343,2645.0,2698.0
135002,22,Querétaro,16,San Juan del Río,24,Galindo (San José Galindo),"100°05'57.338"" W","20°23'49.941"" N",5322,2646.0,2676.0
189455,31,Yucatán,57,Panabá,1,Panabá," 88°16'16.260"" W","21°17'48.700"" N",5318,2584.0,2734.0
140699,24,San Luis Potosí,28,San Luis Potosí,252,Escalerillas,"101°04'31.240"" W","22°06'35.840"" N",5299,2600.0,2699.0
194310,32,Zacatecas,40,Sain Alto,1,Sain Alto,"103°14'50.925"" W","23°34'47.389"" N",5295,2560.0,2735.0
10462,4,Campeche,3,Carmen,5,Nuevo Progreso," 92°17'20.575"" W","18°37'22.608"" N",5266,2631.0,2635.0
56383,10,Durango,20,Pánuco de Coronado,1,Francisco I. Madero,"104°19'09.352"" W","24°24'03.688"" N",5256,2569.0,2687.0
159887,28,Tamaulipas,1,Abasolo,1,Abasolo," 98°22'27.404"" W","24°03'39.012"" N",5255,2603.0,2652.0
5808,2,Baja California,3,Tecate,340,Nueva Colonia Hindú,"116°34'39.379"" W","32°29'06.893"" N",5254,2778.0,2476.0
15103,5,Coahuila de Zaragoza,22,Nava,51,Colonia Venustiano Carranza,"100°33'27.360"" W","28°38'22.220"" N",5250,2662.0,2588.0
137589,24,San Luis Potosí,1,Ahualulco,1,Ahualulco del Sonido 13,"101°10'00.632"" W","22°24'00.358"" N",5249,2430.0,2819.0
575,1,Aguascalientes,2,Asientos,1,Asientos,"102°05'21.390"" W","22°14'17.941"" N",5248,2544.0,2704.0
139964,24,San Luis Potosí,22,Moctezuma,1,Moctezuma,"101°05'08.014"" W","22°44'59.617"" N",5240,2467.0,2773.0
135156,22,Querétaro,17,Tequisquiapan,7,La Fuente,"100°02'11.502"" W","20°33'07.542"" N",5236,2551.0,2685.0
135535,23,Quintana Roo,2,Felipe Carrillo Puerto,250,Tihosuco," 88°22'26.931"" W","20°11'49.730"" N",5228,2633.0,2595.0
1690,1,Aguascalientes,9,Tepezalá,1,Tepezalá,"102°10'01.097"" W","22°13'27.220"" N",5225,2631.0,2594.0
148784,25,Sinaloa,15,Salvador Alvarado,40,Benito Juárez,"108°10'02.908"" W","25°28'47.066"" N",5216,2556.0,2660.0
94,1,Aguascalientes,1,Aguascalientes,479,Villa Licenciado Jesús Terán (Calvillito),"102°11'16.705"" W","21°49'26.890"" N",5204,2559.0,2645.0
188945,31,Yucatán,37,Huhí,1,Huhí," 89°09'43.916"" W","20°43'29.966"" N",5194,2667.0,2527.0
1151,1,Aguascalientes,5,Jesús María,427,Paseos de Aguascalientes,"102°17'47.154"" W","21°58'07.713"" N",5191,2532.0,2659.0
145714,25,Sinaloa,6,Culiacán,746,Adolfo López Mateos (El Tamarindo),"107°37'49.850"" W","24°53'48.804"" N",5183,2611.0,2572.0
150855,26,Sonora,17,Caborca,246,Plutarco Elías Calles (La Y Griega),"112°43'15.888"" W","30°48'34.402"" N",5159,2621.0,2538.0
188918,31,Yucatán,35,Hoctún,1,Hoctún," 89°12'07.437"" W","20°51'54.764"" N",5151,2547.0,2604.0
155459,26,Sonora,47,Pitiquito,1,Pitiquito,"112°03'14.131"" W","30°40'33.585"" N",5139,2535.0,2604.0
193799,32,Zacatecas,37,Pánuco,16,Pozo de Gamboa,"102°34'20.568"" W","22°56'47.997"" N",5082,2522.0,2560.0
56815,10,Durango,24,Rodeo,1,Rodeo,"104°33'37.600"" W","25°10'50.587"" N",5079,2482.0,2597.0
3802,2,Baja California,2,Mexicali,192,Ejido Hermosillo,"114°55'20.895"" W","32°30'43.437"" N",5072,2579.0,2493.0
2111,2,Baja California,1,Ensenada,243,San Vicente,"116°15'01.207"" W","31°19'35.844"" N",5068,2574.0,2494.0
144327,25,Sinaloa,1,Ahome,83,Bagojo Colectivo,"109°07'08.852"" W","25°52'38.711"" N",5039,2556.0,2483.0
154325,26,Sonora,33,Huatabampo,94,La Unión,"109°36'30.820"" W","26°49'12.670"" N",4962,2491.0,2471.0
142836,24,San Luis Potosí,43,Tierra Nueva,1,Tierra Nueva,"100°34'26.106"" W","21°40'02.841"" N",4960,2195.0,2765.0
52341,9,Ciudad de México,9,Milpa Alta,15,San Bartolomé Xicomulco," 99°04'04.413"" W","19°12'24.334"" N",4933,2351.0,2582.0
52598,9,Ciudad de México,11,Tláhuac,24,San Nicolás Tetelco," 98°58'21.811"" W","19°13'03.310"" N",4919,2330.0,2589.0
192194,32,Zacatecas,16,General Pánfilo Natera,1,General Pánfilo Natera,"102°06'35.724"" W","22°39'51.737"" N",4894,2380.0,2514.0
106601,18,Nayarit,4,Compostela,191,Zacualpan,"105°09'55.303"" W","21°15'03.110"" N",4887,2449.0,2438.0
194635,32,Zacatecas,45,Tepechitlán,1,Tepechitlán,"103°19'39.451"" W","21°40'16.054"" N",4883,2353.0,2530.0
108183,18,Nayarit,15,Santiago Ixcuintla,52,La Presa,"105°12'11.008"" W","21°48'06.361"" N",4863,2467.0,2396.0
195373,32,Zacatecas,54,Villa Hidalgo,1,Villa Hidalgo,"101°42'45.356"" W","22°21'25.518"" N",4851,2332.0,2519.0
144353,25,Sinaloa,1,Ahome,156,Gustavo Díaz Ordaz (El Carrizo),"109°02'10.765"" W","26°16'12.083"" N",4850,2326.0,2524.0
150759,26,Sonora,16,Benjamín Hill,1,Benjamín Hill,"111°07'04.518"" W","30°10'01.787"" N",4837,2400.0,2437.0
17415,6,Colima,3,Comala,35,Suchitlán,"103°42'32.024"" W","19°22'28.939"" N",4836,2431.0,2405.0
143297,24,San Luis Potosí,49,Villa de Ramos,5,El Barril,"102°09'10.676"" W","23°04'27.098"" N",4818,2360.0,2458.0
148854,25,Sinaloa,16,San Ignacio,1,San Ignacio,"106°25'31.789"" W","23°56'24.993"" N",4810,2581.0,2229.0
154748,26,Sonora,38,Moctezuma,1,Moctezuma,"109°40'49.212"" W","29°48'07.847"" N",4787,2350.0,2437.0
147480,25,Sinaloa,11,Guasave,283,Los Ángeles,"108°29'01.443"" W","25°36'10.480"" N",4783,2422.0,2361.0
108454,18,Nayarit,17,Tepic,151,San Cayetano,"104°49'01.710"" W","21°27'06.062"" N",4770,2382.0,2388.0
107771,18,Nayarit,10,Rosamorada,35,San Vicente,"105°17'52.021"" W","21°56'55.095"" N",4758,2299.0,2459.0
7084,2,Baja California,6,San Quintín,1,San Quintín,"115°56'20.621"" W","30°33'23.347"" N",4754,2365.0,2389.0
152569,26,Sonora,26,Etchojoa,19,Buaysiacobe,"109°41'12.472"" W","27°03'44.251"" N",4727,2466.0,2261.0
195099,32,Zacatecas,51,Villa de Cos,25,Chaparrosa,"102°16'37.291"" W","23°05'02.863"" N",4692,2321.0,2371.0
6060,2,Baja California,3,Tecate,1569,Cereso del Hongo,"116°15'02.000"" W","32°29'03.000"" N",4679,4678.0,1.0
41433,8,Chihuahua,9,Bocoyna,34,Creel,"107°38'04.455"" W","27°45'08.983"" N",4642,2112.0,2530.0
1415,1,Aguascalientes,7,Rincón de Romos,30,Pabellón de Hidalgo,"102°20'26.215"" W","22°10'35.098"" N",4630,2374.0,2256.0
155977,26,Sonora,55,San Luis Río Colorado,11,Golfo de Santa Clara,"114°30'03.307"" W","31°41'23.815"" N",4618,2434.0,2184.0
12984,4,Campeche,12,Seybaplaya,55,Villa Madero," 90°41'54.605"" W","19°31'42.273"" N",4612,2303.0,2309.0
40240,8,Chihuahua,3,Allende,1,Valle de Ignacio Allende,"105°23'42.276"" W","26°56'21.933"" N",4608,2240.0,2368.0
10483,4,Campeche,3,Carmen,101,San Antonio Cárdenas," 92°13'27.792"" W","18°37'04.005"" N",4606,2338.0,2268.0
141797,24,San Luis Potosí,36,Tamasopo,1,Tamasopo," 99°23'31.775"" W","21°55'26.046"" N",4599,2242.0,2357.0
146892,25,Sinaloa,9,Escuinapa,60,Teacapán,"105°44'19.094"" W","22°32'19.007"" N",4598,2359.0,2239.0
1173,1,Aguascalientes,5,Jesús María,468,Arboledas Paso Blanco [Fraccionamiento],"102°18'00.222"" W","21°57'48.499"" N",4575,2253.0,2322.0
16695,5,Coahuila de Zaragoza,34,Sierra Mojada,25,Hércules,"103°47'22.998"" W","28°02'30.926"" N",4573,2406.0,2167.0
108346,18,Nayarit,16,Tecuala,47,San Felipe Aztatán,"105°25'00.952"" W","22°23'06.647"" N",4546,2309.0,2237.0
1067,1,Aguascalientes,5,Jesús María,245,El Llano,"102°18'32.465"" W","21°56'25.533"" N",4546,2227.0,2319.0
15044,5,Coahuila de Zaragoza,21,Nadadores,1,Nadadores,"101°35'31.284"" W","27°01'44.510"" N",4526,2203.0,2323.0
192063,32,Zacatecas,13,General Enrique Estrada,1,General Enrique Estrada,"102°44'24.047"" W","22°59'42.444"" N",4520,2222.0,2298.0
44301,8,Chihuahua,25,Gómez Farías,1,Valentín Gómez Farías,"107°44'19.158"" W","29°21'25.269"" N",4484,2169.0,2315.0
152208,26,Sonora,20,Carbó,1,Carbó,"110°57'15.953"" W","29°41'04.879"" N",4483,2288.0,2195.0
147025,25,Sinaloa,10,El Fuerte,102,Adolfo López Mateos (Jahuara Segundo),"108°57'16.509"" W","26°13'37.624"" N",4482,2250.0,2232.0
57,1,Aguascalientes,1,Aguascalientes,293,Norias de Ojocaliente,"102°13'02.218"" W","21°53'21.749"" N",4476,2264.0,2212.0
145586,25,Sinaloa,6,Culiacán,321,Culiacancito,"107°32'03.479"" W","24°49'19.066"" N",4466,2236.0,2230.0
11337,4,Campeche,4,Champotón,564,Santo Domingo Kesté," 90°30'43.877"" W","19°29'59.182"" N",4461,2242.0,2219.0
7123,2,Baja California,6,San Quintín,82,Colonia Lomas de San Ramón (Triquis),"115°59'59.195"" W","30°42'03.999"" N",4432,2210.0,2222.0
50610,8,Chihuahua,59,San Francisco del Oro,1,San Francisco del Oro,"105°51'00.289"" W","26°51'32.380"" N",4427,2186.0,2241.0
163677,28,Tamaulipas,25,Miguel Alemán,15,Los Guerra," 99°04'52.545"" W","26°23'39.820"" N",4414,2206.0,2208.0
107909,18,Nayarit,12,San Blas,25,Jalcocotán,"105°05'55.549"" W","21°28'51.460"" N",4400,2224.0,2176.0
135502,23,Quintana Roo,2,Felipe Carrillo Puerto,44,Chunhuhub," 88°35'32.588"" W","19°35'09.840"" N",4375,2211.0,2164.0
162322,28,Tamaulipas,18,Jiménez,1,Santander Jiménez," 98°29'08.536"" W","24°12'52.176"" N",4368,2134.0,2234.0
108207,18,Nayarit,15,Santiago Ixcuintla,82,Yago,"105°03'57.203"" W","21°50'06.964"" N",4365,2202.0,2163.0
192268,32,Zacatecas,17,Guadalupe,43,Zóquite,"102°25'28.771"" W","22°47'08.843"" N",4356,2140.0,2216.0
14499,5,Coahuila de Zaragoza,17,Matamoros,25,Hidalgo,"103°08'26.404"" W","25°29'21.872"" N",4351,2192.0,2159.0
148668,25,Sinaloa,14,Rosario,388,Agua Verde,"105°58'23.092"" W","22°53'24.793"" N",4341,2196.0,2145.0
2077,2,Baja California,1,Ensenada,114,Francisco Zarco (Valle de Guadalupe),"116°34'46.480"" W","32°05'49.145"" N",4334,2262.0,2072.0
150522,26,Sonora,12,Bácum,1,Bácum,"110°04'57.629"" W","27°33'02.082"" N",4326,2108.0,2218.0
150558,26,Sonora,12,Bácum,93,San José de Bácum,"110°08'36.004"" W","27°30'54.740"" N",4312,2165.0,2147.0
107035,18,Nayarit,7,Jala,22,Jomulco,"104°25'30.879"" W","21°06'10.135"" N",4300,2121.0,2179.0
52398,9,Ciudad de México,9,Milpa Alta,152,San Lorenzo Tlacoyucan," 99°01'53.120"" W","19°10'34.761"" N",4288,2102.0,2186.0
193284,32,Zacatecas,31,Monte Escobedo,1,Monte Escobedo,"103°33'41.915"" W","22°18'10.025"" N",4247,2097.0,2150.0
8741,3,Baja California Sur,3,La Paz,684,El Pescadero,"110°10'03.103"" W","23°21'51.027"" N",4245,2176.0,2069.0
144343,25,Sinaloa,1,Ahome,136,El Estero (Juan José Ríos),"108°49'57.521"" W","25°45'54.266"" N",4243,2115.0,2128.0
161390,28,Tamaulipas,12,González,61,Graciano Sánchez," 98°33'20.058"" W","22°39'18.326"" N",4237,2125.0,2112.0
11574,4,Campeche,6,Hopelchén,3,Bolonchén de Rejón," 89°44'52.992"" W","20°00'15.640"" N",4234,2198.0,2036.0
54780,10,Durango,12,Lerdo,23,La Loma,"103°40'31.987"" W","25°27'51.203"" N",4229,2118.0,2111.0
16768,5,Coahuila de Zaragoza,35,Torreón,178,La Partida,"103°17'59.055"" W","25°35'28.488"" N",4222,2080.0,2142.0
3897,2,Baja California,2,Mexicali,456,Benito Juárez (Ejido Tecolotes),"115°00'01.405"" W","32°34'13.018"" N",4197,2124.0,2073.0
108976,18,Nayarit,20,Bahía de Banderas,27,Cruz de Huanacaxtle,"105°22'57.656"" W","20°45'00.829"" N",4169,2070.0,2099.0
53393,10,Durango,5,Durango,219,El Nayar,"104°41'53.132"" W","23°57'41.050"" N",4161,2066.0,2095.0
151244,26,Sonora,18,Cajeme,364,Providencia,"109°59'06.689"" W","27°30'40.554"" N",4146,2089.0,2057.0
191516,32,Zacatecas,10,Fresnillo,183,Lázaro Cárdenas (Rancho Grande),"102°57'47.356"" W","23°27'03.887"" N",4111,2049.0,2062.0
50875,8,Chihuahua,62,Saucillo,22,Naica,"105°29'33.715"" W","27°51'21.397"" N",4093,2033.0,2060.0
52497,9,Ciudad de México,9,Milpa Alta,300,San Nicolás Tetelco," 98°58'14.019"" W","19°12'30.438"" N",4078,2021.0,2057.0
16756,5,Coahuila de Zaragoza,35,Torreón,152,La Concha,"103°22'52.498"" W","25°38'03.776"" N",4078,2034.0,2044.0
7153,2,Baja California,6,San Quintín,121,Ejido Papalote,"115°55'06.299"" W","30°28'34.879"" N",4072,2068.0,2004.0
57661,10,Durango,33,Súchil,1,Súchil,"103°55'18.731"" W","23°37'19.787"" N",4071,1974.0,2097.0
52666,9,Ciudad de México,12,Tlalpan,135,Lomas de Tepemecatl," 99°14'25.756"" W","19°14'17.596"" N",4058,2029.0,2029.0
191481,32,Zacatecas,10,Fresnillo,135,Miguel Hidalgo (Hidalgo),"102°43'23.252"" W","23°04'32.650"" N",4056,2041.0,2015.0
194423,32,Zacatecas,42,Sombrerete,42,Colonia González Ortega,"103°27'19.792"" W","23°57'32.606"" N",4032,2012.0,2020.0
193429,32,Zacatecas,32,Morelos,11,Hacienda Nueva,"102°36'19.532"" W","22°49'36.265"" N",4029,1990.0,2039.0
191461,32,Zacatecas,10,Fresnillo,106,Estación San José,"102°47'09.017"" W","23°11'26.062"" N",4010,1966.0,2044.0
107983,18,Nayarit,13,San Pedro Lagunillas,1,San Pedro Lagunillas,"104°45'03.995"" W","21°13'18.862"" N",4007,2019.0,1988.0
57364,10,Durango,31,Santa Clara,1,Santa Clara,"103°21'26.000"" W","24°28'31.598"" N",3999,1978.0,2021.0
191520,32,Zacatecas,10,Fresnillo,189,Río Florido,"102°59'32.965"" W","23°20'39.993"" N",3981,2018.0,1963.0
11875,4,Campeche,9,Escárcega,2,División del Norte," 90°45'41.316"" W","18°31'45.545"" N",3963,1979.0,1984.0
14533,5,Coahuila de Zaragoza,17,Matamoros,122,El Cambio,"103°19'36.315"" W","25°38'31.215"" N",3960,1940.0,2020.0
54423,10,Durango,8,Guadalupe Victoria,2,Antonio Amaro (Saucillo),"104°01'06.247"" W","24°16'33.197"" N",3953,1934.0,2019.0
995,1,Aguascalientes,5,Jesús María,23,Corral de Barrancos,"102°19'48.034"" W","21°56'36.765"" N",3935,1930.0,2005.0
55030,10,Durango,13,Mapimí,22,Ceballos,"104°07'45.193"" W","26°31'35.106"" N",3923,1980.0,1943.0
492,1,Aguascalientes,1,Aguascalientes,2371,Cartagena [Fraccionamiento],"102°16'34.769"" W","21°57'23.266"" N",3903,1982.0,1921.0
141799,24,San Luis Potosí,36,Tamasopo,3,Agua Buena," 99°23'40.250"" W","21°57'28.872"" N",3900,1975.0,1925.0
56024,10,Durango,15,Nazas,1,Nazas,"104°06'49.691"" W","25°13'39.996"" N",3892,1941.0,1951.0
1707,1,Aguascalientes,9,Tepezalá,25,San Antonio,"102°15'02.627"" W","22°13'41.695"" N",3889,1893.0,1996.0
585,1,Aguascalientes,2,Asientos,11,Ciénega Grande,"102°01'07.858"" W","22°11'39.823"" N",3883,1929.0,1954.0
54778,10,Durango,12,Lerdo,21,León Guzmán,"103°39'32.762"" W","25°30'04.708"" N",3862,1928.0,1934.0
54461,10,Durango,9,Guanaceví,1,Guanaceví,"105°57'15.955"" W","25°55'53.983"" N",3852,1956.0,1896.0
8245,3,Baja California Sur,2,Mulegé,97,Heroica Mulegé,"111°58'53.042"" W","26°53'29.634"" N",3834,1968.0,1866.0
46,1,Aguascalientes,1,Aguascalientes,239,General José María Morelos y Pavón (Cañada Honda),"102°12'02.362"" W","22°00'02.173"" N",3822,1757.0,2065.0
135531,23,Quintana Roo,2,Felipe Carrillo Puerto,239,Señor," 88°08'09.716"" W","19°50'37.906"" N",3785,1939.0,1846.0
17144,6,Colima,1,Armería,7,Cofradía de Juárez,"103°57'21.864"" W","18°57'47.721"" N",3776,1867.0,1909.0
3827,2,Baja California,2,Mexicali,237,Nuevo León,"115°11'26.409"" W","32°24'35.908"" N",3776,1924.0,1852.0
53340,10,Durango,5,Durango,150,Cinco de Mayo,"104°34'22.354"" W","24°06'02.149"" N",3763,2039.0,1724.0
3898,2,Baja California,2,Mexicali,459,Poblado Paredones,"114°55'55.953"" W","32°36'21.949"" N",3756,1910.0,1846.0
2033,1,Aguascalientes,11,San Francisco de los Romo,128,Ex-Viñedos Guadalupe,"102°16'32.562"" W","21°57'32.110"" N",3744,1873.0,1871.0
141851,24,San Luis Potosí,36,Tamasopo,64,Tambaca," 99°18'15.536"" W","21°57'35.212"" N",3738,1876.0,1862.0
144140,24,San Luis Potosí,57,Matlapa,1,Matlapa," 98°49'36.492"" W","21°20'15.016"" N",3723,1748.0,1975.0
139373,24,San Luis Potosí,16,Ebano,5,Pujal Coy," 98°30'19.622"" W","22°10'36.644"" N",3721,1831.0,1890.0
107738,18,Nayarit,10,Rosamorada,1,Rosamorada,"105°12'14.869"" W","22°07'21.163"" N",3718,1819.0,1899.0
143281,24,San Luis Potosí,48,Villa de la Paz,1,Villa de la Paz,"100°42'47.415"" W","23°40'31.265"" N",3701,1830.0,1871.0
135806,23,Quintana Roo,4,Othón P. Blanco,64,Nicolás Bravo," 88°55'55.121"" W","18°27'30.729"" N",3699,1832.0,1867.0
107185,18,Nayarit,9,Del Nayar,1,Jesús María,"104°31'04.593"" W","22°15'04.050"" N",3695,1826.0,1869.0
162361,28,Tamaulipas,19,Llera,1,Llera de Canales," 99°01'25.069"" W","23°19'08.256"" N",3679,1811.0,1868.0
154330,26,Sonora,33,Huatabampo,99,Yavaros (Isla las Viejas),"109°31'12.383"" W","26°42'17.832"" N",3677,1935.0,1742.0
7126,2,Baja California,6,San Quintín,85,Colonia Nueva Era,"115°54'59.226"" W","30°30'31.446"" N",3675,1817.0,1858.0
106793,18,Nayarit,5,Huajicori,1,Huajicori,"105°19'11.946"" W","22°38'14.139"" N",3666,1772.0,1894.0
15189,5,Coahuila de Zaragoza,23,Ocampo,1,Ocampo,"102°23'50.657"" W","27°18'40.374"" N",3651,1796.0,1855.0
139905,24,San Luis Potosí,21,Mexquitic de Carmona,71,San Marcos (San Marcos Carmona),"101°03'12.005"" W","22°11'31.540"" N",3628,1766.0,1862.0
156825,26,Sonora,66,Ures,1,Heroica Ciudad de Ures,"110°23'22.497"" W","29°25'41.076"" N",3619,1819.0,1800.0
6504,2,Baja California,4,Tijuana,1348,Cuesta Blanca,"117°01'33.873"" W","32°25'01.433"" N",3600,1777.0,1823.0
155911,26,Sonora,52,Sahuaripa,1,Sahuaripa,"109°14'00.134"" W","29°03'22.790"" N",3600,1804.0,1796.0
135534,23,Quintana Roo,2,Felipe Carrillo Puerto,248,Tepich," 88°15'23.071"" W","20°14'28.949"" N",3585,1809.0,1776.0
143313,24,San Luis Potosí,49,Villa de Ramos,28,Salitral de Carrera,"102°04'59.541"" W","22°51'56.871"" N",3579,1665.0,1914.0
11584,4,Campeche,6,Hopelchén,23,Vicente Guerrero," 89°36'05.346"" W","19°34'48.574"" N",3570,1859.0,1711.0
143398,24,San Luis Potosí,50,Villa de Reyes,25,Laguna de San Vicente,"100°51'37.406"" W","21°56'35.873"" N",3554,1762.0,1792.0
16813,5,Coahuila de Zaragoza,36,Viesca,1,Viesca,"102°48'22.861"" W","25°20'36.979"" N",3522,1741.0,1781.0
160619,28,Tamaulipas,4,Antiguo Morelos,1,Antiguo Morelos," 99°05'01.022"" W","22°32'57.912"" N",3488,1681.0,1807.0
143577,24,San Luis Potosí,52,Villa Juárez,1,Villa Juárez,"100°15'59.936"" W","22°19'23.554"" N",3488,1734.0,1754.0
11711,4,Campeche,7,Palizada,1,Palizada," 92°05'27.246"" W","18°15'12.954"" N",3485,1699.0,1786.0
54156,10,Durango,7,Gómez Palacio,135,San Felipe,"103°22'57.488"" W","25°41'34.992"" N",3460,1746.0,1714.0
161776,28,Tamaulipas,14,Guerrero,1,Nueva Ciudad Guerrero," 99°13'39.468"" W","26°33'58.864"" N",3451,1791.0,1660.0
15825,5,Coahuila de Zaragoza,28,Sabinas,3,Cloete,"101°10'43.938"" W","27°55'27.536"" N",3447,1809.0,1638.0
54147,10,Durango,7,Gómez Palacio,120,La Popular,"103°28'00.297"" W","25°40'43.793"" N",3440,1685.0,1755.0
142476,24,San Luis Potosí,40,Tamuín,157,Nuevo Tampaón," 98°33'51.772"" W","22°03'44.152"" N",3437,1657.0,1780.0
1409,1,Aguascalientes,7,Rincón de Romos,18,Pablo Escaleras,"102°19'59.600"" W","22°14'54.428"" N",3415,1678.0,1737.0
107089,18,Nayarit,8,Xalisco,15,Pantanal,"104°51'35.390"" W","21°25'38.766"" N",3408,1673.0,1735.0
109004,18,Nayarit,20,Bahía de Banderas,92,Sayulita,"105°26'24.596"" W","20°52'10.229"" N",3390,1740.0,1650.0
108165,18,Nayarit,15,Santiago Ixcuintla,32,Pozo de Ibarra,"105°16'43.287"" W","21°51'52.727"" N",3386,1741.0,1645.0
47908,8,Chihuahua,37,Juárez,613,Loma Blanca,"106°17'48.434"" W","31°34'55.094"" N",3383,1717.0,1666.0
2242,2,Baja California,1,Ensenada,935,Lázaro Cárdenas (Valle de la Trinidad),"115°44'03.053"" W","31°24'16.121"" N",3381,1794.0,1587.0
165782,28,Tamaulipas,40,Valle Hermoso,4,Anáhuac," 97°46'35.894"" W","25°46'32.644"" N",3371,1647.0,1724.0
67,1,Aguascalientes,1,Aguascalientes,357,Norias del Paso Hondo,"102°12'25.757"" W","21°51'37.630"" N",3362,1700.0,1662.0
3820,2,Baja California,2,Mexicali,225,Michoacán de Ocampo,"115°18'33.559"" W","32°27'57.381"" N",3348,1701.0,1647.0
1975,1,Aguascalientes,11,San Francisco de los Romo,19,Urbivilla del Vergel [Fraccionamiento],"102°16'39.867"" W","22°01'47.418"" N",3346,1698.0,1648.0
3814,2,Baja California,2,Mexicali,212,Poblado Lázaro Cárdenas (La Veintiocho),"115°03'33.385"" W","32°22'16.203"" N",3339,1729.0,1610.0
17637,6,Colima,5,Cuauhtémoc,23,El Trapiche,"103°39'40.403"" W","19°16'40.281"" N",3328,1641.0,1687.0
1208,1,Aguascalientes,6,Pabellón de Arteaga,7,Emiliano Zapata,"102°17'59.017"" W","22°06'19.512"" N",3316,1637.0,1679.0
14332,5,Coahuila de Zaragoza,14,Jiménez,20,San Carlos,"100°54'11.622"" W","29°01'34.882"" N",3303,1622.0,1681.0
162114,28,Tamaulipas,16,Hidalgo,1,Hidalgo," 99°26'17.000"" W","24°14'49.000"" N",3294,1623.0,1671.0
17972,6,Colima,9,Tecomán,80,Madrid,"103°52'25.733"" W","19°05'02.551"" N",3281,1603.0,1678.0
106490,18,Nayarit,3,Amatlán de Cañas,1,Amatlán de Cañas,"104°24'19.400"" W","20°48'28.016"" N",3267,1621.0,1646.0
54811,10,Durango,12,Lerdo,84,Villa de Guadalupe,"103°29'16.481"" W","25°30'56.009"" N",3224,1652.0,1572.0
57697,10,Durango,34,Tamazula,1,Tamazula de Victoria,"106°57'59.766"" W","24°58'13.138"" N",3222,1568.0,1654.0
107037,18,Nayarit,7,Jala,35,Rosa Blanca,"104°21'29.734"" W","21°07'21.289"" N",3216,1605.0,1611.0
52651,9,Ciudad de México,12,Tlalpan,19,Parres (El Guarda)," 99°10'30.209"" W","19°08'10.328"" N",3197,1593.0,1604.0
47516,8,Chihuahua,35,Janos,1,Janos,"108°11'23.459"" W","30°53'14.127"" N",3194,1636.0,1558.0
57265,10,Durango,28,San Juan del Río,1,San Juan del Río del Centauro del Norte,"104°27'33.212"" W","24°46'41.718"" N",3161,1528.0,1633.0
108033,18,Nayarit,14,Santa María del Oro,31,La Labor,"104°43'09.098"" W","21°22'21.752"" N",3141,1612.0,1529.0
164960,28,Tamaulipas,35,San Fernando,139,General Francisco Villa," 98°04'44.257"" W","25°01'01.485"" N",3138,1563.0,1575.0
49527,8,Chihuahua,48,Namiquipa,65,Santa Ana,"107°28'16.226"" W","29°01'56.827"" N",3130,1523.0,1607.0
10194,4,Campeche,1,Calkiní,3,Bacabchén," 90°03'21.593"" W","20°17'19.920"" N",3128,1543.0,1585.0
7591,2,Baja California,6,San Quintín,823,Santa Fe,"115°58'42.725"" W","30°40'58.023"" N",3117,1573.0,1544.0
135822,23,Quintana Roo,4,Othón P. Blanco,123,Javier Rojo Gómez," 88°40'52.821"" W","18°16'26.559"" N",3103,1556.0,1547.0
2096,2,Baja California,1,Ensenada,186,Ejido Punta Colnett (Punta Colonet),"116°12'37.077"" W","31°04'13.298"" N",3095,1586.0,1509.0
108342,18,Nayarit,16,Tecuala,41,Quimichis,"105°32'19.179"" W","22°21'44.822"" N",3084,1614.0,1470.0
164028,28,Tamaulipas,30,Padilla,9,Barretal," 99°07'18.576"" W","24°05'02.370"" N",3082,1539.0,1543.0
107904,18,Nayarit,12,San Blas,19,Guadalupe Victoria,"105°19'37.368"" W","21°40'46.830"" N",3066,1555.0,1511.0
8629,3,Baja California Sur,3,La Paz,108,Chametla,"110°22'26.666"" W","24°06'07.103"" N",3054,1534.0,1520.0
3813,2,Baja California,2,Mexicali,211,Ejido Lázaro Cárdenas (La Mosca),"115°01'08.951"" W","32°36'12.160"" N",3050,1529.0,1521.0
52613,9,Ciudad de México,11,Tláhuac,110,La Ciénega," 99°01'19.134"" W","19°17'15.245"" N",3050,1490.0,1560.0
54769,10,Durango,12,Lerdo,7,Carlos Real (San Carlos),"103°31'07.316"" W","25°30'26.719"" N",3046,1518.0,1528.0
108417,18,Nayarit,17,Tepic,110,Camichín de Jauja,"104°48'06.438"" W","21°27'51.337"" N",2992,1516.0,1476.0
