,ENTIDAD,estado,MUN,NOM_MUN,LOC,nombre,longitud,latitud,pob_total,pob_masculina,pob_femenina
52311,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa," 99°05'33.441"" W","19°21'32.414"" N",1835486,887651.0,947835.0
6348,2,Baja California,4,Tijuana,1,Tijuana,"117°01'08.088"" W","32°31'56.859"" N",1810645,911352.0,899293.0
91716,15,México,33,Ecatepec de Morelos,1,Ecatepec de Morelos," 99°02'56.971"" W","19°35'56.650"" N",1643623,797691.0,845932.0
62723,11,Guanajuato,20,León,1,León de los Aldama,"101°40'59.519"" W","21°07'19.099"" N",1579803,775591.0,804212.0
129890,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza," 98°11'50.981"" W","19°02'38.363"" N",1542232,735970.0,806262.0
47906,8,Chihuahua,37,Juárez,1,Juárez,"106°29'06.067"" W","31°44'47.275"" N",1501551,751394.0,750157.0
82715,14,Jalisco,39,Guadalajara,1,Guadalajara,"103°20'32.000"" W","20°40'35.000"" N",1385621,666993.0,718628.0
89906,14,Jalisco,120,Zapopan,1,Zapopan,"103°23'20.356"" W","20°43'15.463"" N",1257547,612149.0,645398.0
52307,9,Ciudad de México,5,Gustavo A. Madero,1,Gustavo A. Madero," 99°06'48.495"" W","19°28'58.603"" N",1173351,563874.0,609477.0
113273,19,Nuevo León,39,Monterrey,1,Monterrey,"100°18'39.210"" W","25°39'52.910"" N",1142952,564780.0,578172.0
92583,15,México,58,Nezahualcóyotl,1,Ciudad Nezahualcóyotl," 99°01'05.520"" W","19°24'31.548"" N",1072676,515678.0,556998.0
43323,8,Chihuahua,19,Chihuahua,1,Chihuahua,"106°04'34.704"" W","28°38'12.458"" N",925762,450986.0,474776.0
189129,31,Yucatán,50,Mérida,1,Mérida," 89°37'27.810"" W","20°58'03.134"" N",921771,442462.0,479309.0
136436,23,Quintana Roo,5,Benito Juárez,1,Cancún," 86°49'29.320"" W","21°09'41.098"" N",888797,447616.0,441181.0
15938,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,"100°59'58.996"" W","25°25'17.993"" N",864431,429678.0,434753.0
7,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,"102°17'45.768"" W","21°52'47.362"" N",863893,419168.0,444725.0
153218,26,Sonora,30,Hermosillo,1,Hermosillo,"110°57'30.469"" W","29°04'29.610"" N",855563,423942.0,431621.0
3756,2,Baja California,2,Mexicali,1,Mexicali,"115°28'32.084"" W","32°38'28.233"" N",854186,428209.0,425977.0
140670,24,San Luis Potosí,28,San Luis Potosí,1,San Luis Potosí,"100°58'37.049"" W","22°09'05.958"" N",845941,408571.0,437370.0
145524,25,Sinaloa,6,Culiacán,1,Culiacán Rosales,"107°23'37.522"" W","24°48'31.709"" N",808416,392165.0,416251.0
134789,22,Querétaro,14,Querétaro,1,Santiago de Querétaro,"100°23'23.846"" W","20°35'36.208"" N",794789,387550.0,407239.0
92523,15,México,57,Naucalpan de Juárez,1,Naucalpan de Juárez," 99°13'59.585"" W","19°28'43.690"" N",776220,373698.0,402522.0
52586,9,Ciudad de México,10,Álvaro Obregón,1,Álvaro Obregón," 99°11'43.488"" W","19°23'26.902"" N",759003,360935.0,398068.0
100155,16,Michoacán de Ocampo,53,Morelia,1,Morelia,"101°11'31.367"" W","19°42'12.182"" N",743275,355161.0,388114.0
91676,15,México,31,Chimalhuacán,1,Chimalhuacán," 98°56'43.077"" W","19°25'00.867"" N",703215,343614.0,359601.0
164138,28,Tamaulipas,32,Reynosa,1,Reynosa," 98°16'41.265"" W","26°05'32.460"" N",691557,343170.0,348387.0
16752,5,Coahuila de Zaragoza,35,Torreón,1,Torreón,"103°27'11.018"" W","25°32'30.312"" N",690193,336449.0,353744.0
94340,15,México,104,Tlalnepantla de Baz,1,Tlalnepantla," 99°11'42.714"" W","19°32'18.684"" N",658907,320454.0,338453.0
67893,12,Guerrero,1,Acapulco de Juárez,1,Acapulco de Juárez," 99°53'11.608"" W","16°51'42.721"" N",658609,312630.0,345979.0
88552,14,Jalisco,98,San Pedro Tlaquepaque,1,Tlaquepaque,"103°18'26.000"" W","20°38'19.000"" N",650123,320758.0,329365.0
111956,19,Nuevo León,26,Guadalupe,1,Guadalupe,"100°15'35.630"" W","25°40'38.370"" N",635862,315235.0,320627.0
53320,10,Durango,5,Durango,1,Victoria de Durango,"104°40'12.700"" W","24°01'26.357"" N",616068,298802.0,317266.0
52278,9,Ciudad de México,3,Coyoacán,1,Coyoacán," 99°09'43.724"" W","19°21'00.770"" N",614447,289110.0,325337.0
52650,9,Ciudad de México,12,Tlalpan,1,Tlalpan," 99°10'01.654"" W","19°17'17.790"" N",599935,285651.0,314284.0
35735,7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez," 93°06'54.690"" W","16°45'14.300"" N",578830,275074.0,303756.0
52933,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc," 99°09'06.781"" W","19°26'29.928"" N",545884,260951.0,284933.0
109590,19,Nuevo León,6,Apodaca,1,Ciudad Apodaca,"100°11'21.220"" W","25°46'52.660"" N",536436,269157.0,267279.0
91179,15,México,13,Atizapán de Zaragoza,1,Ciudad López Mateos," 99°14'06.147"" W","19°32'35.414"" N",523065,253135.0,269930.0
95319,15,México,121,Cuautitlán Izcalli,1,Cuautitlán Izcalli," 99°12'33.430"" W","19°39'25.184"" N",515353,249272.0,266081.0
162826,28,Tamaulipas,22,Matamoros,1,Heroica Matamoros," 97°30'17.361"" W","25°52'47.695"" N",510739,251510.0,259229.0
111470,19,Nuevo León,21,General Escobedo,1,Ciudad General Escobedo,"100°19'21.510"" W","25°48'28.750"" N",454967,228698.0,226269.0
62065,11,Guanajuato,17,Irapuato,1,Irapuato,"101°20'53.221"" W","20°40'22.085"" N",452090,221744.0,230346.0
52937,9,Ciudad de México,17,Venustiano Carranza,1,Venustiano Carranza," 99°06'49.324"" W","19°25'09.343"" N",443704,210118.0,233586.0
175067,30,Veracruz de Ignacio de la Llave,87,Xalapa,1,Xalapa-Enríquez," 96°55'21.521"" W","19°31'37.505"" N",443063,205096.0,237967.0
88801,14,Jalisco,101,Tonalá,1,Tonalá,"103°14'44.000"" W","20°37'24.000"" N",442440,218285.0,224155.0
147902,25,Sinaloa,12,Mazatlán,1,Mazatlán,"106°25'19.997"" W","23°12'01.137"" N",441975,214866.0,227109.0
52931,9,Ciudad de México,14,Benito Juárez,1,Benito Juárez," 99°09'28.272"" W","19°22'19.172"" N",434153,202121.0,232032.0
52276,9,Ciudad de México,2,Azcapotzalco,1,Azcapotzalco," 99°11'03.698"" W","19°29'02.770"" N",432205,204950.0,227255.0
52817,9,Ciudad de México,13,Xochimilco,1,Xochimilco," 99°06'17.688"" W","19°15'48.463"" N",429481,209088.0,220393.0
163818,28,Tamaulipas,27,Nuevo Laredo,1,Nuevo Laredo," 99°30'30.574"" W","27°29'10.649"" N",416055,204996.0,211059.0
52935,9,Ciudad de México,16,Miguel Hidalgo,1,Miguel Hidalgo," 99°11'26.716"" W","19°24'26.168"" N",414470,195467.0,219003.0
113892,19,Nuevo León,46,San Nicolás de los Garza,1,San Nicolás de los Garza,"100°17'22.510"" W","25°45'18.910"" N",412199,202958.0,209241.0
186778,30,Veracruz de Ignacio de la Llave,193,Veracruz,1,Veracruz," 96°09'10.899"" W","19°11'25.164"" N",405952,190134.0,215818.0
52309,9,Ciudad de México,6,Iztacalco,1,Iztacalco," 99°05'51.406"" W","19°23'45.245"" N",404695,192352.0,212343.0
93320,15,México,81,Tecámac,19,Ojo de Agua," 98°59'51.428"" W","19°40'41.890"" N",386290,187041.0,199249.0
95332,15,México,122,Valle de Chalco Solidaridad,1,Xico," 98°56'36.415"" W","19°16'43.554"" N",384327,186945.0,197382.0
60243,11,Guanajuato,7,Celaya,1,Celaya,"100°48'48.863"" W","20°31'17.486"" N",378143,183294.0,194849.0
108409,18,Nayarit,17,Tepic,1,Tepic,"104°53'37.677"" W","21°30'26.687"" N",371387,178857.0,192530.0
91846,15,México,39,Ixtapaluca,1,Ixtapaluca," 98°53'03.290"" W","19°18'47.176"" N",368585,178452.0,190133.0
104978,17,Morelos,7,Cuernavaca,1,Cuernavaca," 99°14'05.629"" W","18°55'18.418"" N",341029,160659.0,180370.0
158106,27,Tabasco,4,Centro,1,Villahermosa," 92°55'09.898"" W","17°59'16.215"" N",340060,161938.0,178122.0
166023,28,Tamaulipas,41,Victoria,1,Ciudad Victoria," 99°09'04.501"" W","23°43'51.791"" N",332100,160351.0,171749.0
2065,2,Baja California,1,Ensenada,1,Ensenada,"116°35'42.482"" W","31°48'32.198"" N",330652,163313.0,167339.0
151135,26,Sonora,18,Cajeme,1,Ciudad Obregón,"109°55'57.778"" W","27°29'47.360"" N",329404,160857.0,168547.0
52595,9,Ciudad de México,11,Tláhuac,1,Tláhuac," 99°00'17.446"" W","19°16'14.039"" N",323771,156497.0,167274.0
92614,15,México,60,Nicolás Romero,1,Ciudad Nicolás Romero," 99°18'57.233"" W","19°37'32.574"" N",323545,157217.0,166328.0
141646,24,San Luis Potosí,35,Soledad de Graciano Sánchez,1,Soledad de Graciano Sánchez,"100°56'14.187"" W","22°11'16.373"" N",310192,151062.0,159130.0
112157,19,Nuevo León,31,Juárez,1,Ciudad Benito Juárez,"100°05'27.170"" W","25°38'46.410"" N",308285,155309.0,152976.0
136819,23,Quintana Roo,8,Solidaridad,1,Playa del Carmen," 87°04'31.800"" W","20°37'41.313"" N",304942,155562.0,149380.0
113903,19,Nuevo León,48,Santa Catarina,1,Ciudad Santa Catarina,"100°27'42.290"" W","25°40'27.710"" N",304052,151417.0,152635.0
54098,10,Durango,7,Gómez Palacio,1,Gómez Palacio,"103°29'47.101"" W","25°34'12.386"" N",301742,147663.0,154079.0
103787,16,Michoacán de Ocampo,102,Uruapan,1,Uruapan,"102°03'46.077"" W","19°25'15.195"" N",299523,144112.0,155411.0
144318,25,Sinaloa,1,Ahome,1,Los Mochis,"108°59'39.634"" W","25°47'00.301"" N",298009,143665.0,154344.0
77733,13,Hidalgo,48,Pachuca de Soto,1,Pachuca de Soto," 98°44'13.202"" W","20°07'20.495"" N",297848,141549.0,156299.0
165640,28,Tamaulipas,38,Tampico,1,Tampico," 97°51'30.192"" W","22°12'57.817"" N",297373,141655.0,155718.0
130952,21,Puebla,156,Tehuacán,1,Tehuacán," 97°23'31.196"" W","18°27'43.864"" N",293825,138525.0,155300.0
91410,15,México,20,Coacalco de Berriozábal,1,San Francisco Coacalco," 99°06'15.758"" W","19°37'45.476"" N",293245,141004.0,152241.0
155157,26,Sonora,43,Nogales,1,Heroica Nogales,"110°56'44.681"" W","31°19'33.251"" N",261137,129979.0,131158.0
116334,20,Oaxaca,67,Oaxaca de Juárez,1,Oaxaca de Juárez," 96°43'31.621"" W","17°03'35.975"" N",258913,120110.0,138803.0
8607,3,Baja California Sur,3,La Paz,1,La Paz,"110°18'23.724"" W","24°08'55.482"" N",250141,123896.0,126245.0
10258,4,Campeche,2,Campeche,1,San Francisco de Campeche," 90°32'22.737"" W","19°50'41.331"" N",249623,119099.0,130524.0
52313,9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras," 99°14'29.456"" W","19°18'17.633"" N",246428,117661.0,128767.0
14648,5,Coahuila de Zaragoza,18,Monclova,1,Monclova,"101°25'02.008"" W","26°54'04.472"" N",237169,117631.0,119538.0
111267,19,Nuevo León,18,García,1,García,"100°35'07.690"" W","25°48'01.770"" N",234698,119220.0,115478.0
70389,12,Guerrero,29,Chilpancingo de los Bravo,1,Chilpancingo de los Bravo," 99°30'03.826"" W","17°33'05.938"" N",225728,106599.0,119129.0
85554,14,Jalisco,67,Puerto Vallarta,1,Puerto Vallarta,"105°13'38.000"" W","20°36'49.000"" N",224166,112019.0,112147.0
94514,15,México,106,Toluca,1,Toluca de Lerdo," 99°39'26.340"" W","19°17'36.557"" N",223876,104524.0,119352.0
33449,7,Chiapas,89,Tapachula,1,Tapachula de Córdova y Ordóñez," 92°15'51.552"" W","14°54'39.857"" N",217550,103937.0,113613.0
94668,15,México,109,Tultitlán,3,Buenavista," 99°10'01.020"" W","19°36'29.809"" N",216776,106051.0,110725.0
170692,30,Veracruz de Ignacio de la Llave,39,Coatzacoalcos,1,Coatzacoalcos," 94°27'10.805"" W","18°08'16.378"" N",212540,100794.0,111746.0
161209,28,Tamaulipas,9,Ciudad Madero,1,Ciudad Madero," 97°50'13.200"" W","22°14'46.603"" N",205933,98248.0,107685.0
9649,3,Baja California Sur,8,Los Cabos,54,Cabo San Lucas,"109°55'30.670"" W","22°53'49.268"" N",202694,104086.0,98608.0
91655,15,México,29,Chicoloapan,1,Chicoloapan de Juárez," 98°54'07.244"" W","19°25'00.355"" N",193532,93565.0,99967.0
10461,4,Campeche,3,Carmen,1,Ciudad del Carmen," 91°50'11.220"" W","18°38'16.042"" N",191238,93925.0,97313.0
52280,9,Ciudad de México,4,Cuajimalpa de Morelos,1,Cuajimalpa de Morelos," 99°17'59.252"" W","19°21'26.461"" N",186693,89078.0,97615.0
32377,7,Chiapas,78,San Cristóbal de las Casas,1,San Cristóbal de las Casas," 92°38'15.230"" W","16°44'13.280"" N",183509,86579.0,96930.0
180186,30,Veracruz de Ignacio de la Llave,131,Poza Rica de Hidalgo,1,Poza Rica de Hidalgo," 97°26'36.841"" W","20°32'02.715"" N",180057,83710.0,96347.0
134987,22,Querétaro,16,San Juan del Río,1,San Juan del Río," 99°59'58.674"" W","20°23'11.189"" N",177719,86194.0,91525.0
155971,26,Sonora,55,San Luis Río Colorado,1,San Luis Río Colorado,"114°46'46.648"" W","32°28'47.392"" N",176685,88947.0,87738.0
91529,15,México,25,Chalco,1,Chalco de Díaz Covarrubias," 98°53'44.357"" W","19°15'40.074"" N",174704,83207.0,91497.0
105194,17,Morelos,11,Jiutepec,1,Jiutepec," 99°10'37.914"" W","18°52'55.108"" N",174629,83361.0,91268.0
15497,5,Coahuila de Zaragoza,25,Piedras Negras,1,Piedras Negras,"100°31'42.389"" W","28°42'29.135"" N",173959,87134.0,86825.0
192241,32,Zacatecas,17,Guadalupe,1,Guadalupe,"102°31'07.686"" W","22°44'48.415"" N",170029,81911.0,88118.0
135788,23,Quintana Roo,4,Othón P. Blanco,1,Chetumal," 88°17'52.436"" W","18°29'38.002"" N",169028,82238.0,86790.0
160386,28,Tamaulipas,3,Altamira,122,Miramar," 97°51'58.790"" W","22°20'11.290"" N",161820,79789.0,82031.0
64390,11,Guanajuato,27,Salamanca,1,Salamanca,"101°11'59.695"" W","20°34'07.250"" N",160682,77504.0,83178.0
13012,5,Coahuila de Zaragoza,2,Acuña,1,Ciudad Acuña,"100°58'41.730"" W","29°19'48.020"" N",160225,80426.0,79799.0
17747,6,Colima,7,Manzanillo,1,Manzanillo,"104°18'58.970"" W","19°03'11.541"" N",159853,79284.0,80569.0
94670,15,México,109,Tultitlán,25,San Pablo de las Salinas," 99°05'26.577"" W","19°39'56.205"" N",157998,76881.0,81117.0
104911,17,Morelos,6,Cuautla,1,Cuautla," 98°57'18.953"" W","18°48'46.038"" N",157336,74956.0,82380.0
104182,16,Michoacán de Ocampo,108,Zamora,1,Zamora de Hidalgo,"102°17'09.448"" W","19°59'00.886"" N",154546,74145.0,80401.0
18329,6,Colima,10,Villa de Álvarez,1,Ciudad de Villa de Álvarez,"103°44'12.331"" W","19°15'53.195"" N",147496,71148.0,76348.0
17226,6,Colima,2,Colima,1,Colima,"103°43'41.228"" W","19°14'34.520"" N",146965,71003.0,75962.0
191421,32,Zacatecas,10,Fresnillo,1,Fresnillo,"102°52'05.626"" W","23°10'29.621"" N",143281,69376.0,73905.0
189009,31,Yucatán,41,Kanasín,1,Kanasín," 89°33'29.014"" W","20°56'04.703"" N",139753,69297.0,70456.0
88496,14,Jalisco,97,Tlajomulco de Zúñiga,822,Hacienda Santa Fe,"103°22'50.000"" W","20°31'05.000"" N",139174,68696.0,70478.0
170994,30,Veracruz de Ignacio de la Llave,44,Córdoba,1,Córdoba," 96°56'07.257"" W","18°53'39.782"" N",139075,64610.0,74465.0
195543,32,Zacatecas,56,Zacatecas,1,Zacatecas,"102°34'18.611"" W","22°46'33.946"" N",138444,66109.0,72335.0
138662,24,San Luis Potosí,13,Ciudad Valles,1,Ciudad Valles," 99°01'07.396"" W","21°59'11.532"" N",136351,64633.0,71718.0
9628,3,Baja California Sur,8,Los Cabos,1,San José del Cabo,"109°41'41.097"" W","23°03'41.729"" N",136285,70202.0,66083.0
42743,8,Chihuahua,17,Cuauhtémoc,1,Cuauhtémoc,"106°51'57.760"" W","28°24'22.722"" N",135586,65909.0,69677.0
91798,15,México,37,Huixquilucan,71,Naucalpan de Juárez," 99°16'46.602"" W","19°24'21.359"" N",134948,64268.0,70680.0
70866,12,Guerrero,35,Iguala de la Independencia,1,Iguala de la Independencia," 99°32'18.126"" W","18°20'40.377"" N",132854,63244.0,69610.0
111360,19,Nuevo León,19,San Pedro Garza García,1,San Pedro Garza García,"100°24'08.880"" W","25°39'54.610"" N",132128,62562.0,69566.0
169985,30,Veracruz de Ignacio de la Llave,28,Boca del Río,37,Veracruz," 96°06'57.451"" W","19°08'34.257"" N",132011,62088.0,69923.0
43858,8,Chihuahua,21,Delicias,1,Delicias,"105°28'15.768"" W","28°11'34.613"" N",128548,62710.0,65838.0
154849,26,Sonora,42,Navojoa,1,Navojoa,"109°26'43.966"" W","27°04'53.751"" N",120926,58968.0,61958.0
90635,15,México,2,Acolman,15,Tepexpan," 98°56'14.336"" W","19°36'45.325"" N",120778,59006.0,61772.0
177679,30,Veracruz de Ignacio de la Llave,118,Orizaba,1,Orizaba," 97°05'56.092"" W","18°51'03.459"" N",120500,55457.0,65043.0
91499,15,México,24,Cuautitlán,1,Cuautitlán," 99°10'43.069"" W","19°39'54.221"" N",117995,57830.0,60165.0
152864,26,Sonora,29,Guaymas,1,Heroica Guaymas,"110°53'22.001"" W","27°55'23.695"" N",117253,57839.0,59414.0
133889,22,Querétaro,6,Corregidora,1,El Pueblito,"100°26'45.179"" W","20°33'08.769"" N",115264,55098.0,60166.0
15603,5,Coahuila de Zaragoza,27,Ramos Arizpe,1,Ramos Arizpe,"100°57'02.815"" W","25°32'35.641"" N",114010,57818.0,56192.0
47313,8,Chihuahua,32,Hidalgo del Parral,1,Hidalgo del Parral,"105°40'01.716"" W","26°55'19.516"" N",113843,54629.0,59214.0
21181,7,Chiapas,19,Comitán de Domínguez,1,Comitán de Domínguez," 92°08'09.006"" W","16°15'08.858"" N",113479,53415.0,60064.0
81514,14,Jalisco,23,Zapotlán el Grande,1,Ciudad Guzmán,"103°27'51.000"" W","19°42'31.000"" N",111975,54240.0,57735.0
83872,14,Jalisco,53,Lagos de Moreno,1,Lagos de Moreno,"101°55'45.000"" W","21°21'23.000"" N",111569,54199.0,57370.0
164419,28,Tamaulipas,33,Río Bravo,1,Ciudad Río Bravo," 98°05'24.498"" W","25°58'51.587"" N",111314,55412.0,55902.0
79313,13,Hidalgo,77,Tulancingo de Bravo,1,Tulancingo," 98°22'05.062"" W","20°04'50.178"" N",106163,50002.0,56161.0
105483,17,Morelos,18,Temixco,1,Temixco," 99°13'26.915"" W","18°50'42.984"" N",104461,50311.0,54150.0
118300,20,Oaxaca,184,San Juan Bautista Tuxtepec,1,San Juan Bautista Tuxtepec," 96°07'06.534"" W","18°04'52.193"" N",103609,48705.0,54904.0
95946,16,Michoacán de Ocampo,6,Apatzingán,1,Apatzingán de la Constitución,"102°21'18.952"" W","19°05'14.018"" N",102362,49901.0,52461.0
130484,21,Puebla,140,San Pedro Cholula,1,Cholula de Rivadavia," 98°18'27.021"" W","19°03'44.943"" N",102260,49074.0,53186.0
176684,30,Veracruz de Ignacio de la Llave,108,Minatitlán,1,Minatitlán," 94°32'54.399"" W","17°59'27.519"" N",101336,47297.0,54039.0
6798,2,Baja California,5,Playas de Rosarito,1,Playas de Rosarito,"117°03'16.052"" W","32°21'49.263"" N",100660,50725.0,49935.0
130171,21,Puebla,119,San Andrés Cholula,13,San Bernardino Tlaxcalancingo," 98°16'32.549"" W","19°01'46.045"" N",99736,47804.0,51932.0
87770,14,Jalisco,93,Tepatitlán de Morelos,1,Tepatitlán de Morelos,"102°45'26.000"" W","20°49'03.000"" N",98842,48415.0,50427.0
54765,10,Durango,12,Lerdo,1,Lerdo,"103°31'29.458"" W","25°32'11.586"" N",96243,47203.0,49040.0
126539,21,Puebla,15,Amozoc,1,Amozoc de Mota," 98°02'41.701"" W","19°02'40.606"" N",95322,46438.0,48884.0
85266,14,Jalisco,63,Ocotlán,1,Ocotlán,"102°46'05.000"" W","20°21'05.000"" N",94978,46269.0,48709.0
89951,14,Jalisco,120,Zapopan,231,Tesistán (San Francisco Tesistán),"103°29'10.000"" W","20°47'54.000"" N",91631,45208.0,46423.0
149880,26,Sonora,2,Agua Prieta,1,Agua Prieta,"109°32'46.865"" W","31°19'40.135"" N",91029,45307.0,45722.0
186255,30,Veracruz de Ignacio de la Llave,189,Tuxpan,1,Túxpam de Rodríguez Cano," 97°24'14.138"" W","20°57'51.468"" N",89557,42569.0,46988.0
126649,21,Puebla,19,Atlixco,1,Atlixco," 98°26'03.003"" W","18°54'31.854"" N",89314,41916.0,47398.0
93146,15,México,76,San Mateo Atenco,1,San Mateo Atenco," 99°31'47.000"" W","19°15'51.000"" N",88734,43263.0,45471.0
17942,6,Colima,9,Tecomán,1,Tecomán,"103°52'25.640"" W","18°54'38.175"" N",88337,43575.0,44762.0
115429,20,Oaxaca,43,Juchitán de Zaragoza,1,Juchitán de Zaragoza," 95°01'17.879"" W","16°25'59.907"" N",88280,42242.0,46038.0
101201,16,Michoacán de Ocampo,69,La Piedad,1,La Piedad de Cabadas,"102°01'21.194"" W","20°20'29.221"" N",87042,41810.0,45232.0
104410,16,Michoacán de Ocampo,112,Zitácuaro,1,Heróica Zitácuaro,"100°21'26.950"" W","19°26'13.849"" N",86901,41281.0,45620.0
139666,24,San Luis Potosí,20,Matehuala,1,Matehuala,"100°38'39.112"" W","23°38'46.894"" N",86686,41785.0,44901.0
135346,23,Quintana Roo,1,Cozumel,1,Cozumel," 86°57'27.318"" W","20°30'13.623"" N",84519,42227.0,42292.0
92949,15,México,70,La Paz,1,Los Reyes Acaquilpan," 98°58'35.766"" W","19°21'30.193"" N",84298,40553.0,43745.0
99982,16,Michoacán de Ocampo,52,Lázaro Cárdenas,1,Ciudad Lázaro Cárdenas,"102°11'52.731"" W","17°57'44.403"" N",83637,41312.0,42325.0
66548,11,Guanajuato,37,Silao de la Victoria,1,Silao de la Victoria,"101°25'34.378"" W","20°56'40.021"" N",83352,40586.0,42766.0
94671,15,México,109,Tultitlán,68,Fuentes del Valle," 99°08'14.636"" W","19°37'52.798"" N",82274,39657.0,42617.0
122098,20,Oaxaca,385,Santa Cruz Xoxocotlán,1,Santa Cruz Xoxocotlán," 96°44'03.689"" W","17°01'38.213"" N",81848,38313.0,43535.0
5729,2,Baja California,3,Tecate,1,Tecate,"116°37'35.581"" W","32°34'21.644"" N",81059,40639.0,40420.0
157730,27,Tabasco,2,Cárdenas,1,Cárdenas," 93°22'36.680"" W","17°59'21.948"" N",80454,38576.0,41878.0
160347,28,Tamaulipas,3,Altamira,1,Altamira," 97°56'12.073"" W","22°23'29.591"" N",79824,39135.0,40689.0
65458,11,Guanajuato,31,San Francisco del Rincón,1,San Francisco del Rincón,"101°51'30.665"" W","21°01'07.253"" N",79772,38864.0,40908.0
162612,28,Tamaulipas,21,El Mante,1,Ciudad Mante," 98°58'18.185"" W","22°44'38.397"" N",79515,37612.0,41903.0
130332,21,Puebla,132,San Martín Texmelucan,1,San Martín Texmelucan de Labastida," 98°26'07.856"" W","19°16'58.469"" N",78264,37335.0,40929.0
147350,25,Sinaloa,11,Guasave,1,Guasave,"108°28'18.543"" W","25°33'55.970"" N",77849,36983.0,40866.0
116660,20,Oaxaca,79,Salina Cruz,1,Salina Cruz," 95°11'31.771"" W","16°10'33.186"" N",76660,36547.0,40113.0
109884,19,Nuevo León,9,Cadereyta Jiménez,1,Cadereyta Jiménez,"100°00'05.740"" W","25°35'27.630"" N",75721,37684.0,38037.0
112171,19,Nuevo León,31,Juárez,45,Jardines de la Silla (Jardines),"100°10'52.348"" W","25°38'05.610"" N",75426,37890.0,37536.0
14016,5,Coahuila de Zaragoza,10,Frontera,1,Frontera,"101°26'58.000"" W","26°55'34.000"" N",75242,37547.0,37695.0
67190,11,Guanajuato,42,Valle de Santiago,1,Valle de Santiago,"101°10'53.147"" W","20°23'28.760"" N",72663,34627.0,38036.0
94647,15,México,108,Tultepec,1,Tultepec," 99°07'42.979"" W","19°41'07.973"" N",72525,35449.0,37076.0
59467,11,Guanajuato,3,San Miguel de Allende,1,San Miguel de Allende,"100°42'48.173"" W","20°54'14.446"" N",72452,34433.0,38019.0
98493,16,Michoacán de Ocampo,34,Hidalgo,1,Ciudad Hidalgo,"100°33'18.581"" W","19°41'21.663"" N",71528,34031.0,37497.0
70987,12,Guerrero,38,Zihuatanejo de Azueta,1,Zihuatanejo,"101°32'53.432"" W","17°39'01.647"" N",70760,34147.0,36613.0
112298,19,Nuevo León,33,Linares,1,Linares," 99°34'04.330"" W","24°51'34.750"" N",70378,34508.0,35870.0
167258,29,Tlaxcala,25,San Pablo del Monte,1,Ciudad de San Pablo del Monte," 98°10'13.497"" W","19°07'11.056"" N",70224,34569.0,35655.0
61800,11,Guanajuato,15,Guanajuato,1,Guanajuato,"101°15'13.037"" W","21°00'57.951"" N",70068,33542.0,36526.0
101467,16,Michoacán de Ocampo,76,Sahuayo,1,Sahuayo de Morelos,"102°43'00.470"" W","20°03'27.662"" N",70042,33801.0,36241.0
92455,15,México,54,Metepec,49,San Salvador Tizatlalli," 99°34'45.764"" W","19°16'17.052"" N",70013,33342.0,36671.0
94651,15,México,108,Tultepec,14,Santiago Teyahualco," 99°07'33.619"" W","19°39'38.210"" N",69677,34070.0,35607.0
61002,11,Guanajuato,11,Cortazar,1,Cortazar,"100°57'49.424"" W","20°29'00.623"" N",69371,33898.0,35473.0
150793,26,Sonora,17,Caborca,1,Heroica Caborca,"112°08'54.077"" W","30°42'50.666"" N",67604,33463.0,34141.0
61285,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1,Dolores Hidalgo Cuna de la Independencia Nacional,"100°55'02.048"" W","21°09'33.121"" N",67101,31534.0,35567.0
148763,25,Sinaloa,15,Salvador Alvarado,1,Guamúchil,"108°04'50.520"" W","25°27'25.200"" N",65215,31244.0,33971.0
88803,14,Jalisco,101,Tonalá,9,Coyula,"103°13'36.000"" W","20°39'30.000"" N",64886,32103.0,32783.0
176229,30,Veracruz de Ignacio de la Llave,102,Martínez de la Torre,1,Martínez de la Torre," 97°03'13.824"" W","20°04'24.196"" N",64692,30690.0,34002.0
180537,30,Veracruz de Ignacio de la Llave,141,San Andrés Tuxtla,1,San Andrés Tuxtla," 95°12'45.255"" W","18°26'55.206"" N",64445,30230.0,34215.0
105043,17,Morelos,8,Emiliano Zapata,1,Emiliano Zapata," 99°10'59.674"" W","18°50'27.543"" N",64084,31150.0,32934.0
986,1,Aguascalientes,5,Jesús María,1,Jesús María,"102°20'36.299"" W","21°57'40.582"" N",63805,31399.0,32406.0
131528,21,Puebla,174,Teziutlán,1,Teziutlán," 97°21'39.159"" W","19°49'04.766"" N",62849,28910.0,33939.0
155643,26,Sonora,48,Puerto Peñasco,1,Puerto Peñasco,"113°32'24.471"" W","31°18'24.411"" N",62301,31424.0,30877.0
49713,8,Chihuahua,50,Nuevo Casas Grandes,1,Nuevo Casas Grandes,"107°54'43.571"" W","30°24'50.348"" N",62038,30276.0,31762.0
